Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Un Poème dans Chaque Livre,"Various Artists, Jacques Villon, Yves Tanguy, Pablo Picasso, André Masson, Fernand Léger, Henri Laurens, Alberto Giacometti, Max Ernst, Marc Chagall, Georges Braque, Joan Miró, André Beaudin, Valentine Hugo, Oscar Domínguez, Jean (Hans) Arp","6107, 6165, 5804, 4609, 3821, 6624, 3409, 2141, 1752, 1055, 744, 4016, 420, 2758, 1579, 11",1956.  (Prints executed 1953-1956).,"Illustrated book with 6 etchings (including 1 after Tanguy drawing), 3 with lift ground aquatint, aquatint, drypoint, engraving, and/or roulette; 3 drypoints (1 with engraving); 1 engraving; 2 woodcuts; 1 lithograph; and 3 aquatints (2 with lift ground aquatint and 1 with soft ground etching","page:7 1/2 x 7 1/16"" (19 x 18 cm); prints:  various dimensions.",The Louis E. Stern Collection,1100.1964.1-16,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31662,http://www.moma.org/collection/works/31662,,,,,19.0,,,18.0,,
Composition with a Woman from the illustrated book Un Poème dans Chaque Livre,Pablo Picasso,4609,1956,Drypoint and engraving,"composition (irreg.): 7 7/16 x 13 7/8"" (18.9 x 35.2 cm)",The Louis E. Stern Collection,1100.1964.10,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31663,http://www.moma.org/collection/works/31663,http://www.moma.org/media/W1siZiIsIjc2OTU5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ffd1b6dc571f73de,,,,18.9,,,35.2,,
Du Cubisme,"Various Artists, Jacques Villon, Pablo Picasso, Francis Picabia, Jean Metzinger, Fernand Léger, Marie Laurencin, Juan Gris, Albert Gleizes, Marcel Duchamp, André Derain, Georges Braque","6107, 6165, 4609, 4607, 3947, 6624, 3408, 2349, 2191, 1634, 1500, 744",1947.  (Prints executed 1907-1947).,"Illustrated book with 4 etchings (2 with drypoint and/or engraving) and 3 drypoints, printed in black, and 4 etched or engraved reproductions; 2 supplementary suites: 1 printed in black and 1 printed in color; and 1 added duplicate signed etching by Jacques Villon","irreg. page: 10 x 8 1/16"" (25 x 20.5 cm); prints:  various dimensions.",The Louis E. Stern Collection,1102.1964.A-C,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31704,http://www.moma.org/collection/works/31704,http://www.moma.org/media/W1siZiIsIjE5MjA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48986713c405daa7,,,,25.0,,,20.5,,
Man with a Hat (L'Homme au chapeau) from Du cubisme,Pablo Picasso,4609,"1914–15, published 1947",Etching,"plate: 2 11/16 x 2 1/4"" (6.9 x 5.7 cm)",The Louis E. Stern Collection,1102.1964.A01,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31705,http://www.moma.org/collection/works/31705,http://www.moma.org/media/W1siZiIsIjE5MjA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9d9d70171a012d0,,,,6.9,,,5.7,,
Duplicate of Man with a Hat from the illustrated book Du Cubisme,Pablo Picasso,4609,1947.  (Print executed 1914-1915; printed 1947),Etching,"plate: 2 11/16 x 2 1/4"" (6.8 x 5.7 cm)",The Louis E. Stern Collection,1102.1964.B01,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31717,http://www.moma.org/collection/works/31717,http://www.moma.org/media/W1siZiIsIjE4MDMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3383107a36a097ab,,,,6.8,,,5.7,,
Man with a Hat (L'Homme au chapeau) from Du cubisme,Pablo Picasso,4609,"1914–15, published 1947",Etching,"plate: 2 11/16 x 2 1/4"" (6.8 x 5.7 cm)",The Louis E. Stern Collection,1102.1964.C01,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,31728,http://www.moma.org/collection/works/31728,http://www.moma.org/media/W1siZiIsIjE3Nzk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9dd3330c20c870ad,,,,6.8,,,5.7,,
"Brooding Woman (recto), Three Children (verso)",Pablo Picasso,4609,(1904),Watercolor on paper,"(.a): 10 5/8 x 14 1/2"" (27 x 36.8 cm)
(.b): 14 1/2 x 10 5/8"" (36.8 x 27 cm)
",Gift of Mr. and Mrs. Werner E. Josten,4.1956.a-b,Drawing,Drawings,1956-01-23,Y,33008,http://www.moma.org/collection/works/33008,http://www.moma.org/media/W1siZiIsIjIwOTk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=deaebf73f2ce1293,,,,27.0,,,36.8,,
Female Head,Pablo Picasso,4609,1940,Pencil on paper,"8 7/8 x 7 3/8"" (22.5 x 18.7 cm)",Gift of Justin K. Thannhauser,7.1948,Drawing,Drawings,1948-03-17,Y,33051,http://www.moma.org/collection/works/33051,http://www.moma.org/media/W1siZiIsIjcxMzI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5f851559cad7b20f,,,,22.5,,,18.7,,
Head of a Woman,Pablo Picasso,4609,(Spring 1909),Gouache on paper,"24 1/2 x 18 7/8"" (62.2 x 48 cm)",Gift of Mrs. Saidie A. May,12.1930,Drawing,Drawings,1930-10-23,Y,33130,http://www.moma.org/collection/works/33130,http://www.moma.org/media/W1siZiIsIjIxMDAxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=102ed26f753b630b,,,,62.2,,,48.0,,
Head of the Medical Student (Study for Les Demoiselles d'Avignon),Pablo Picasso,4609,(June 1907),Gouache and watercolor on paper,"23 3/4 x 18 1/2"" (60.3 x 47 cm)",A. Conger Goodyear Fund,14.1952,Drawing,Drawings,1952-01-22,Y,33169,http://www.moma.org/collection/works/33169,http://www.moma.org/media/W1siZiIsIjQzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87627ce836023388,,,,60.3,,,47.0,,
Ricciotto Canudo,Pablo Picasso,4609,1918,Pencil on paper,"14 x 10 3/8"" (35.4 x 26.2 cm)
",Acquired through the Lillie P. Bliss Bequest,18.1951,Drawing,Drawings,1951-01-30,Y,33236,http://www.moma.org/collection/works/33236,http://www.moma.org/media/W1siZiIsIjEyNDk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fec7bd698fe527c0,,,,35.6,,,26.4,,
Sheet of Studies,Pablo Picasso,4609,(1908),Ink on paper,"12 5/8 x 19 1/2"" (32.0 x 49.4 cm)",A. Conger Goodyear Fund,22.1968,Drawing,Drawings,1968-02-05,Y,33305,http://www.moma.org/collection/works/33305,http://www.moma.org/media/W1siZiIsIjE4NjQ3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9d169c7f3c50a9e,,,,,,,,,
Bathers in a Forest,Pablo Picasso,4609,early 1908,"Gouache, watercolor, and pencil on paper","18 3/4 x 23 1/8"" (47.6 x 58.7 cm)",Hillman Periodicals Fund,28.1957,Drawing,Drawings,1957-05-15,Y,33370,http://www.moma.org/collection/works/33370,http://www.moma.org/media/W1siZiIsIjIxMDA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68b5e42d6cfd1052,,,,47.6,,,58.7,,
Guitar,Pablo Picasso,4609,"Paris, December 1912",Charcoal on paper,"18 1/2 x 24 3/8"" (47 x 61.9 cm)",Gift of Donald B. Marron,48.1985,Drawing,Drawings,1985-03-08,Y,33508,http://www.moma.org/collection/works/33508,http://www.moma.org/media/W1siZiIsIjc1NjQzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b340e3e0f4a77c83,,,,47.0,,,61.9,,
Study for a Construction,Pablo Picasso,4609,"Paris or Sorgues, spring or summer 1912",Ink on paper,"6 3/4 x 5"" (17.1 x 12.7 cm)",Purchase,80.1981,Drawing,Drawings,1981-04-28,Y,33705,http://www.moma.org/collection/works/33705,http://www.moma.org/media/W1siZiIsIjE5MjkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bba1ec5b9322188b,,,,17.145,,,12.7,,
Le Coq,Pablo Picasso,4609,1938,Charcoal on paper,"30 1/4 x 22 3/8"" (76.9 x 56.9 cm)",Fractional and promised gift of Mr. and Mrs. David Rockefeller,80.1991,Drawing,Drawings,1991-04-08,Y,33706,http://www.moma.org/collection/works/33706,,,,,76.9,,,56.9,,
Taureau,Pablo Picasso,4609,1938,Ink on transparent graph paper,"8 1/4 x 11 3/4"" (20.9 x 29.5 cm)",Gift of Marina Picasso,81.1981,Drawing,Drawings,1981-04-28,Y,33717,http://www.moma.org/collection/works/33717,http://www.moma.org/media/W1siZiIsIjcxMzI5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9e4c20ae0ddfa4fa,,,,21.0,,,29.8,,
Meditation (Contemplation),Pablo Picasso,4609,(late 1904),Watercolor and ink on paper,"14 1/2 x 10 1/2"" (36.9 x 26.7 cm)",Louise Reinhardt Smith Bequest,90.1996,Drawing,Drawings,1996-03-14,Y,33823,http://www.moma.org/collection/works/33823,http://www.moma.org/media/W1siZiIsIjIxMDIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a260425246c3c08,,,,36.9,,,26.7,,
"Nude Woman, Standing",Pablo Picasso,4609,(1912),Ink and pencil on paper,"12 1/8 x 7 3/8"" (30.7 x 18.7 cm)",Louise Reinhardt Smith Bequest,91.1996,Drawing,Drawings,1996-03-14,Y,33833,http://www.moma.org/collection/works/33833,http://www.moma.org/media/W1siZiIsIjMwNjYzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb835cd48e9e8d27,,,,30.7,,,18.7,,
The Balcony,Pablo Picasso,4609,(1933),Watercolor and ink on paper,"14 3/4 x 19 7/8"" (37.5 x 50.5 cm)",Louise Reinhardt Smith Bequest,92.1996,Drawing,Drawings,1996-02-14,Y,33843,http://www.moma.org/collection/works/33843,http://www.moma.org/media/W1siZiIsIjYyODU5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6857f25686b1b4a5,,,,37.5,,,50.5,,
The Flower Girl,Pablo Picasso,4609,(1906),Ink on paper,"27 7/8 x 19"" (70.8 x 48.3 cm)",Gift of Mrs. Stanley B. Resor,99.1950,Drawing,Drawings,1950-04-24,Y,33908,http://www.moma.org/collection/works/33908,http://www.moma.org/media/W1siZiIsIjEwMDg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ede2d72b39fb4aab,,,,70.8,,,48.3,,
Bather,Pablo Picasso,4609,1908,Pencil on paper,"19 1/4 x 12 1/2"" (48.9 x 31.8 cm)",Fractional and promised gift of Marie-Josée and Henry R. Kravis,111.2000,Drawing,Drawings,2000-02-03,Y,34049,http://www.moma.org/collection/works/34049,http://www.moma.org/media/W1siZiIsIjEyOTQ2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ed5f9a604b719bf,,,,48.8951,,,31.8,,
"Maquette for the cover of the journal ""Minotaure""",Pablo Picasso,4609,(1933),"Assemblage of corrugated cardboard, metal foil, ribbons, printed paper, paper doily, artificial plant, tacks, and pencil on paper mounted on wood with charcoal additions

","19 1/8 x 16 1/8"" (48.5 x 41.0 cm)",Gift of Mr. and Mrs. Alexandre P. Rosenberg,114.1974,Drawing,Drawings,1974-02-12,Y,34095,http://www.moma.org/collection/works/34095,http://www.moma.org/media/W1siZiIsIjg4ODQzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9deff1006694209a,,,,36.5,,,28.9,,
Four Dancers,Pablo Picasso,4609,1925,Ink on paper,"13 7/8 x 10"" (35.2 x 25.4 cm)",Gift of Abby Aldrich Rockefeller,128.1935,Drawing,Drawings,1935-06-13,Y,34480,http://www.moma.org/collection/works/34480,http://www.moma.org/media/W1siZiIsIjEwMTQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c270f61df7df485,,,,35.2,,,25.4,,
Sleeping Peasants,Pablo Picasso,4609,1919,"Gouache, watercolor, and pencil on paper","12 1/4 x 19 1/4"" (31.1 x 48.9 cm)",Abby Aldrich Rockefeller Fund,148.1951,Drawing,Drawings,1951-05-24,Y,34774,http://www.moma.org/collection/works/34774,http://www.moma.org/media/W1siZiIsIjIxMDQ2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b50d535366e7c9ad,,,,31.1,,,48.9,,
The Mill at Horta,Pablo Picasso,4609,(Summer 1909),Watercolor on paper,"9 3/4 x 15"" (24.8 x 38.2 cm)",The Joan and Lester Avnet Collection,149.1978,Drawing,Drawings,1978-04-04,Y,34794,http://www.moma.org/collection/works/34794,http://www.moma.org/media/W1siZiIsIjE3MDk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=973e5349cd2afa17,,,,24.8,,,38.1,,
Burning Logs,Pablo Picasso,4609,"January 4, 1945",Crayon and ink on paper,"19 1/2 x 23 1/2"" (49.5 x 59.6 cm)",The Joan and Lester Avnet Collection,150.1978,Drawing,Drawings,1978-04-04,Y,34805,http://www.moma.org/collection/works/34805,http://www.moma.org/media/W1siZiIsIjE4NjQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49523c3ca24778c0,,,,49.5,,,59.7,,
The Pool,Pablo Picasso,4609,"January 30, 1968",Pencil on paper,"23 x 30 5/8"" (58.2 x 77.8 cm)",The Joan and Lester Avnet Collection,152.1978,Drawing,Drawings,1978-04-04,Y,34830,http://www.moma.org/collection/works/34830,http://www.moma.org/media/W1siZiIsIjIxMDQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=270a6386099e0e9c,,,,58.4,,,77.8,,
The Swineherd,Pablo Picasso,4609,(1906),Charcoal and ink on paper,"8 3/8 x 7 3/4"" (21.3 x 19.7 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,170.1977,Drawing,Drawings,1977-04-20,Y,35015,http://www.moma.org/collection/works/35015,http://www.moma.org/media/W1siZiIsIjcxMzE0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bb897a35bbf4af1f,,,,21.3,,,19.7,,
Two Dancers,Pablo Picasso,4609,(Summer) 1919,Pencil on paper,"12 1/4 x 9 1/2"" (31.0 x 23.9 cm)",The John S. Newberry Collection,178.1963,Drawing,Drawings,1963-03-12,Y,35077,http://www.moma.org/collection/works/35077,http://www.moma.org/media/W1siZiIsIjEwNzg4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddce14c5b9b21f8a,,,,31.1,,,24.1,,
Nessus and Dejanira,Pablo Picasso,4609,"September 9, 1920",Pencil on paper,"8 1/4 x 10 1/4"" (21 x 26 cm)",Acquired through the Lillie P. Bliss Bequest,184.1952,Drawing,Drawings,1952-10-21,Y,35124,http://www.moma.org/collection/works/35124,http://www.moma.org/media/W1siZiIsIjE3ODM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=051fb886a4ae2ca4,,,,21.0,,,26.0,,
Woman Washing Her Feet,Pablo Picasso,4609,"July 10, 1944",Ink on paper,"20 x 13 1/4"" (50.8 x 33.6 cm)",Purchase,186.1953,Drawing,Drawings,1953-04-07,Y,35140,http://www.moma.org/collection/works/35140,http://www.moma.org/media/W1siZiIsIjEwMTYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b9131b566066465,,,,50.8,,,33.6,,
Two Nudes,Pablo Picasso,4609,(1906),Conté crayon on paper,"24 3/8 x 18 5/8"" (62 x 47.3 cm)",The Joan and Lester Avnet Collection,222.1985,Drawing,Drawings,1985-09-10,Y,35372,http://www.moma.org/collection/works/35372,http://www.moma.org/media/W1siZiIsIjMzOTI4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c9e3dfdc6839877,,,,62.0,,,47.3,,
Two Acrobats with a Dog,Pablo Picasso,4609,1905,Gouache on board,"41 1/2 x 29 1/2"" (105.5 x 75 cm)",Gift of Mr. and Mrs. William A.M. Burden,223.1985,Drawing,Drawings,1985-09-10,Y,35378,http://www.moma.org/collection/works/35378,http://www.moma.org/media/W1siZiIsIjIxMDc1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8baaebe7c9527b91,,,,105.4,,,74.9,,
Still Life with Fan,Pablo Picasso,4609,1910,Charcoal on paper,"11 3/4 x 18 1/2"" (29.9 x 47 cm)",Blanchette Hooker Rockefeller Bequest,201.1993,Drawing,Drawings,1993-05-05,Y,35501,http://www.moma.org/collection/works/35501,http://www.moma.org/media/W1siZiIsIjEyNDk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a3468132f4ba4de,,,,29.9,,,47.0,,
Martin Fabiani,Pablo Picasso,4609,1943,Pencil on paper,"20 x 13"" (50.8 x 33.0 cm)",Gift of Sam Salz,249.1954,Drawing,Drawings,1954-06-16,Y,35584,http://www.moma.org/collection/works/35584,http://www.moma.org/media/W1siZiIsIjMzNTc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd92982dff171313,,,,50.8,,,33.0,,
Untitled,Pablo Picasso,4609,1969,Ballpoint pen on paper,"7 3/8 × 4 7/8"" (18.7 × 12.4 cm)","Gift of Mrs. Alfred H. Barr, Jr.",249.1976,Drawing,Drawings,1976-06-02,Y,35587,http://www.moma.org/collection/works/35587,http://www.moma.org/media/W1siZiIsIjMyNzk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8a80f9b2491fe30,,,,18.7325374651,,,12.382524765,,
Head of a Man with a Hat,Pablo Picasso,4609,"Paris, December 1912","Cut-and-pasted newspaper and colored paper, ink, and charcoal on paper","24 1/4 x 18 5/8"" (62.2 x 47.3 cm)",Purchase,274.1937,Drawing,Drawings,1937-12-03,Y,35867,http://www.moma.org/collection/works/35867,http://www.moma.org/media/W1siZiIsIjIxMDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d6a72920dbbee6d,,,,61.5951231902,,,47.3,,
"Pipe, Glass, Bottle of Rum",Pablo Picasso,4609,March 1914,"Cut-and-pasted colored paper, printed paper, and painted paper, pencil, and gouache on prepared board","15 3/4 x 20 3/4"" (40 x 52.7 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,287.1956,Drawing,Drawings,1956-10-09,Y,36008,http://www.moma.org/collection/works/36008,http://www.moma.org/media/W1siZiIsIjIxMDk4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ba5e260fba0f85c,,,,40.0,,,52.7,,
The Serenade,Pablo Picasso,4609,"October 22, 1932",Ink on paper,"10 1/4 x 13 1/8"" (25.8 x 33.1 cm)",Gift of Miss Eve Clendenin,315.1961,Drawing,Drawings,1961-11-08,Y,36238,http://www.moma.org/collection/works/36238,http://www.moma.org/media/W1siZiIsIjcxMzIwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1079e07500b31de6,,,,26.0,,,33.3,,
Figures,Pablo Picasso,4609,1967,Ink on paper,"19 3/8 x 25 5/8"" (49.3 x 65.0 cm)",Gift of Mrs. Joan Avnet in honor of William S. Lieberman,317.1980,Drawing,Drawings,1980-01-15,Y,36254,http://www.moma.org/collection/works/36254,http://www.moma.org/media/W1siZiIsIjcxMzIxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c4d6ee1d5daeb7a4,,,,49.2,,,65.1,,
La belle qui passe,Pablo Picasso,4609,(1904),Ink on paper,"11 1/2 x 15 3/4"" (29.2 x 40.0 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,348.1977,Drawing,Drawings,1977-06-14,Y,36462,http://www.moma.org/collection/works/36462,http://www.moma.org/media/W1siZiIsIjcxMzIyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a9e7142922ae29d0,,,,29.2,,,40.0,,
The Harvesters,Pablo Picasso,4609,(1919),Ink on paper,"12 1/4 x 19 1/4"" (31.0 x 49.0 cm)","Gift of Mr. and Mrs. Daniel Saidenberg in honor of Alfred H. Barr, Jr.",367.1975,Drawing,Drawings,1975-10-24,Y,36531,http://www.moma.org/collection/works/36531,http://www.moma.org/media/W1siZiIsIjcxMzIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=34d0376f69d63980,,,,31.1,,,48.9,,
Head (Study for Les Demoiselles d'Avignon),Pablo Picasso,4609,(1906),Watercolor on paper,"8 7/8 x 6 7/8"" (22.4 x 17.5 cm)",The John S. Newberry Collection,383.1960,Drawing,Drawings,1960-11-16,Y,36610,http://www.moma.org/collection/works/36610,http://www.moma.org/media/W1siZiIsIjIxMjE4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f572a646ec806660,,,,22.4,,,17.5,,
Guitar,Pablo Picasso,4609,"Paris, early 1919","Oil, charcoal and pinned paper on canvas","7' 1"" x 31"" (216 x 78.8 cm)",Gift of A. Conger Goodyear,384.1955,Painting,Painting & Sculpture,1955-12-28,Y,36613,http://www.moma.org/collection/works/36613,http://www.moma.org/media/W1siZiIsIjE1MDQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17d34f53cc1e6fa3,,,,215.9,,,78.7,,
Family with a Crow,Pablo Picasso,4609,(1905),Crayon and ink on paper,"12 7/8 x 9 1/2"" (32.6 x 24.1 cm)",John S. Newberry Collection,384.1960,Drawing,Drawings,1960-11-16,Y,36614,http://www.moma.org/collection/works/36614,http://www.moma.org/media/W1siZiIsIjMzOTI4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da17af0c229a432e,,,,32.7,,,24.1,,
Man in a Bowler Hat,Pablo Picasso,4609,1914,Pencil on paper,"13 x 10"" (32.8 x 25.4 cm)",The John S. Newberry Collection,385.1960,Drawing,Drawings,1960-11-16,Y,36618,http://www.moma.org/collection/works/36618,http://www.moma.org/media/W1siZiIsIjEyNDk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bfd9b4d1ca1e6fee,,,,32.8,,,25.4,,
La Source,Pablo Picasso,4609,"July 8, 1921",Pencil on paper,"19 x 25 1/4"" (49.4 x 64.0 cm)",John S. Newberry Collection,386.1960,Drawing,Drawings,1960-11-16,Y,36622,http://www.moma.org/collection/works/36622,http://www.moma.org/media/W1siZiIsIjExNDAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb119a9a63fce302,,,,48.3,,,64.1,,
Head,Pablo Picasso,4609,(1913),Charcoal on paper,"24 3/8 x 18 7/8"" (61.9 x 47.8 cm)","Alfred H. Barr, Jr. Bequest",453.1981,Drawing,Drawings,1981-11-13,Y,36990,http://www.moma.org/collection/works/36990,http://www.moma.org/media/W1siZiIsIjEwMTQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c575e6fe9263a3d,,,,61.9,,,47.9,,
Woman with Flowered Hat,Pablo Picasso,4609,(1921),Pastel and charcoal on paper,"25 1/4 x 19 1/2"" (64 x 49.5 cm)",Gift of Jacqueline Picasso in honor of the Museum's continuous commitment to Pablo Picasso's art,454.1986,Drawing,Drawings,1986-12-22,Y,37004,http://www.moma.org/collection/works/37004,http://www.moma.org/media/W1siZiIsIjIxMTQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f24cdc63eec895e3,,,,64.1,,,49.5,,
Head of a Man,Pablo Picasso,4609,Céret spring 1913,"Cut-and-pasted newspaper, colored paper, pencil, and ink on paper","17 7/8 x 11 3/8"" (42.9 x 28.7 cm)",The Sidney and Harriet Janis Collection,640.1967,Drawing,Drawings,1967-10-18,Y,37687,http://www.moma.org/collection/works/37687,http://www.moma.org/media/W1siZiIsIjE3OTQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd2a02e6e3effca1,,,,42.9,,,28.7,,
Two Figures on a Beach,Pablo Picasso,4609,1933,Ink on paper,"15 3/4 x 20"" (40 x 50.8 cm)",Purchase,655.1939,Drawing,Drawings,1939-12-08,Y,37725,http://www.moma.org/collection/works/37725,http://www.moma.org/media/W1siZiIsIjE3MjAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d6a15be166cc129c,,,,40.0,,,76.2,,
"Casket, Cup and Apple",Pablo Picasso,4609,(Winter 1909),Ink wash on paper,"9 1/2 x 12 3/8"" (24.1 x 31.4 cm)",Gift of Justin K. Thannhauser,691.1949,Drawing,Drawings,1949-11-22,Y,37795,http://www.moma.org/collection/works/37795,http://www.moma.org/media/W1siZiIsIjY2NzYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=07f91ca8e8c4a63f,,,,24.1,,,31.4,,
