Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Cubist Study,Pablo Picasso,4609,(1912),Ink on paper,"7 1/2 x 5 1/8"" (19.1 x 13 cm)",Gift of Pierre Loeb,753.1943,Drawing,Drawings,1943-12-02,Y,37973,http://www.moma.org/collection/works/37973,http://www.moma.org/media/W1siZiIsIjE4NjU4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b257cd5c2778d3c4,,,,19.05,,,13.0175,,
Study for a Construction,Pablo Picasso,4609,"Paris or Sorgues, spring or summer 1912",Ink on paper,"6 3/4 x 5"" (17.1 x 12.7 cm)",Purchase,754.1943,Drawing,Drawings,1943-12-02,Y,37977,http://www.moma.org/collection/works/37977,http://www.moma.org/media/W1siZiIsIjE4NjU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0be493e2952de9b,,,,17.1,,,12.7,,
Guitar,Pablo Picasso,4609,"Céret, spring 1913","Cut-and-pasted newspaper, wallpaper, paper, ink, chalk, charcoal, and pencil on colored paper","26 1/8 x 19 1/2"" (66.4 x 49.6 cm)",Nelson A. Rockefeller Bequest,967.1979,Drawing,Drawings,1979-10-09,Y,38359,http://www.moma.org/collection/works/38359,http://www.moma.org/media/W1siZiIsIjE3OTUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63c739eef4b13a4e,,,,66.4,,,49.6,,
The Diver (La Plongeuse),Pablo Picasso,4609,1932,Etching with collage additions,"plate: 5 1/2 x 4 7/16"" (13.9 x 11.3 cm)",Purchase,8.1945,Print,Prints & Illustrated Books,1945-01-03,Y,59731,http://www.moma.org/collection/works/59731,http://www.moma.org/media/W1siZiIsIjE1Mzg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de98c443c1e44138,,,,13.9,,,11.3,,
Partial Female Figure (Fragment de corps de femme),Pablo Picasso,4609,1931,Etching,"plate: 5 1/4 x 6 9/16"" (13.3 x 16.6 cm)",Purchase,10.1945,Print,Prints & Illustrated Books,1945-01-03,Y,59797,http://www.moma.org/collection/works/59797,http://www.moma.org/media/W1siZiIsIjE1MjgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ecd3063800b42bec,,,,13.3,,,16.6,,
The Diver (La Plongeuse),Pablo Picasso,4609,1932,Etching with collage additions,"plate: 5 1/2 x 4 7/16"" (14 x 11.3 cm); sheet: 12 5/8 x 9 7/8"" (32 x 25.1 cm)",Bequest of Eve Clendenin,19.1975,Print,Prints & Illustrated Books,1975-01-07,Y,60092,http://www.moma.org/collection/works/60092,http://www.moma.org/media/W1siZiIsIjE1MzgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=928f685f7bad4740,,,,14.0,,,11.3,,
Minotauromachy (La Minotauromachie),Pablo Picasso,4609,1935,Etching and engraving,"plate: 19 1/2 x 27 3/8"" (49.6 x 69.6 cm); sheet (irreg.): 22 5/8 x 29 3/16"" (57.4 x 74.2 cm)",Abby Aldrich Rockefeller Fund,20.1947,Print,Prints & Illustrated Books,1947-03-13,Y,60110,http://www.moma.org/collection/works/60110,http://www.moma.org/media/W1siZiIsIjIxMDAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb98defc60e40bb4,,,,49.6,,,69.6,,
Still Life with Bottle of Marc (Nature morte à la bouteille de marc),Pablo Picasso,4609,"1911, published 1912",Drypoint,"plate: 19 5/8 x 12"" (49.8 x 30.5 cm);sheet (irreg.): 24 7/16 x 16 11/16"" (62 x 42.4 cm)",Acquired through the Lillie P. Bliss Bequest,21.1947,Print,Prints & Illustrated Books,1947-03-13,Y,60127,http://www.moma.org/collection/works/60127,http://www.moma.org/media/W1siZiIsIjExNDAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c03c3f2ed046c81,,,,49.8,,,30.5,,
The Departure (Le Départ),Pablo Picasso,4609,"(May 20, 1951)",Lithograph,"composition: 21 3/16 x 25 9/16"" (53.8 x 64.9 cm); sheet: 20 7/8 x 25 9/16"" (53 x 64.9 cm)",Abby Aldrich Rockefeller Fund,22.1952,Print,Prints & Illustrated Books,1952-01-22,Y,60145,http://www.moma.org/collection/works/60145,http://www.moma.org/media/W1siZiIsIjE2MzE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f6015b00ccf8d6e,,,,53.8,,,64.9,,
Woman's Head,Pablo Picasso,4609,(1950),Etching,"plate: 9 7/16 x 7 3/8"" (24 x 18.7 cm); sheet: 11 x 8 11/16"" (28 x 22.1 cm)",Gift of Larry Aldrich,23.1952,Print,Prints & Illustrated Books,1952-01-22,Y,60279,http://www.moma.org/collection/works/60279,http://www.moma.org/media/W1siZiIsIjE1OTA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e8ca341af66025d,,,,24.0,,,18.7,,
Marie-Thérèse Asleep by the Sea (Marie-Thérèse endormie au bord de la mer),Pablo Picasso,4609,1936,Aquatint,"plate: 6 1/8 x 4 1/8"" (15.5 x 10.5 cm); sheet: 8 1/4 x 6 1/8"" (21 x 15.5 cm)",Acquired through the Lillie P. Bliss Bequest,32.1948,Print,Prints & Illustrated Books,1948-03-17,Y,60490,http://www.moma.org/collection/works/60490,http://www.moma.org/media/W1siZiIsIjE1NjM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=612dea9d8a621be3,,,,15.5,,,10.5,,
Marie-Thérèse Asleep by the Sea (Marie-Thérèse endormie au bord de la mer),Pablo Picasso,4609,1936,Aquatint,"plate: 6 1/4 x 4 3/16"" (15.8 x 10.7 cm); sheet (irreg.): 8 1/4 x 6 3/16"" (21 x 15.7 cm)",Acquired through the Lillie P. Bliss Bequest,33.1948,Print,Prints & Illustrated Books,1948-03-17,Y,60507,http://www.moma.org/collection/works/60507,http://www.moma.org/media/W1siZiIsIjE1NjM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbdcf6bcfc449986,,,,15.8,,,10.7,,
The Fight in the Arena (Le Combat dans l'arène),Pablo Picasso,4609,"1937, published 1942",Drypoint and engraving,"plate: 15 5/8 x 19 7/16"" (39.7 x 49.4 cm); sheet: 17 5/16 x 26 5/8"" (44 x 67.6 cm)",Acquired through the Lillie P. Bliss Bequest,34.1948,Print,Prints & Illustrated Books,1948-03-17,Y,60545,http://www.moma.org/collection/works/60545,http://www.moma.org/media/W1siZiIsIjE2MzE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa281fffdf1f04ca,,,,39.7,,,49.4,,
Grand Air,Pablo Picasso,4609,Probably June 1936,Heliogravure and scraper,"plate: 16 7/16 x 12 1/2"" (41.8 x 31.8 cm); sheet: 19 3/4 x 12 7/8"" (50.2 x 32.7 cm)",A. Conger Goodyear Fund,35.1948,Print,Prints & Illustrated Books,1948-03-17,Y,60567,http://www.moma.org/collection/works/60567,http://www.moma.org/media/W1siZiIsIjE1NjM0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aef8e00ab04a4886,,,,41.8,,,31.8,,
The Dove (La Colombe),Pablo Picasso,4609,1949,Lithograph,"composition: 21 1/2 x 27 3/16"" (54.6 x 69.1 cm); sheet: 21 5/8 x 27 3/16"" (55 x 69.1 cm)",Gift of the Estate of Mrs. George Acheson,37.1979,Print,Prints & Illustrated Books,1979-01-23,Y,60633,http://www.moma.org/collection/works/60633,http://www.moma.org/media/W1siZiIsIjE1OTA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77adf4b9b8e0ef55,,,,54.6,,,69.1,,
"On the Beach, II (Three Nudes) (Sur la plage. II (Trois nus]) from the series Four Lithographs (Quatre lithographies)",Pablo Picasso,4609,"1921, published 1928",Lithograph,"composition: 3 1/2 x 7 1/2"" (8.9 x 19 cm)",Gift of Mrs. Saidie A. May,40.1932,Print,Prints & Illustrated Books,1934-03-17,Y,60676,http://www.moma.org/collection/works/60676,http://www.moma.org/media/W1siZiIsIjE2MjgwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2dfcc67c21c9533f,,,,8.9,,,19.0,,
The Wrestlers (Les Lutteurs) from the series Four Lithographs (Quatre lithographies),Pablo Picasso,4609,"1921, published 1928",Lithograph,"composition: 4 3/16 x 7 11/16"" (10.6 x 19.5 cm)",Gift of Mrs. Saidie A. May,41.1932,Print,Prints & Illustrated Books,1934-03-17,Y,60698,http://www.moma.org/collection/works/60698,http://www.moma.org/media/W1siZiIsIjE3NTAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc0c0ce34fa85693,,,,10.6,,,19.5,,
The Horseman (Le Cavalier) from the series Four Lithographs (Quatre lithographies),Pablo Picasso,4609,"1921, published 1923–28",Lithograph,"composition: 7 9/16 x 10 1/4"" (19.2 x 26 cm)",Gift of Mrs. Saidie A. May,42.1932,Print,Prints & Illustrated Books,1934-03-17,Y,60754,http://www.moma.org/collection/works/60754,http://www.moma.org/media/W1siZiIsIjE2MjgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=678e8f52c2ea63f1,,,,19.2,,,26.0,,
Nude Model (Le Modèle nu),Pablo Picasso,4609,1927,Etching,"plate: 11 x 7 1/2"" (27.9 x 19.1 cm)",Gift of Mrs. Saidie A. May,43.1932,Print,Prints & Illustrated Books,,Y,60777,http://www.moma.org/collection/works/60777,http://www.moma.org/media/W1siZiIsIjE1MjgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6dfee8ce99f7fbde,,,,27.9,,,19.1,,
Jacqueline's Portrait (Portrait de Jacqueline),Pablo Picasso,4609,"December 4, 1956","Lithograph, offset printed","composition (irreg.): 20 7/8 x 15 3/4"" (53 x 40 cm); sheet: 26 1/8 x 19 11/16"" (66.4 x 50 cm)",Louise Reinhardt Smith Bequest,48.1996,Print,Prints & Illustrated Books,1996-03-12,Y,60896,http://www.moma.org/collection/works/60896,http://www.moma.org/media/W1siZiIsIjE2NjkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18a1b5c0a0bade50,,,,53.0,,,40.0,,
Portrait of a Woman II (Jacqueline Roque) (Portrait de femme II),Pablo Picasso,4609,1955,Lithograph,"composition (irreg.): 25 9/16 x 14 7/8"" (65 x 37.8 cm); sheet: 26 1/8 x 19 3/4"" (66.4 x 50.2 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,59.1958,Print,Prints & Illustrated Books,1958-02-19,Y,61097,http://www.moma.org/collection/works/61097,http://www.moma.org/media/W1siZiIsIjE2MTkxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d1600d913612a257,,,,65.0,,,37.8,,
Nocturnal Dance with an Owl (Danse nocturne avec un hibou),Pablo Picasso,4609,"1959, printed 1963–64","Linoleum cut, rinsed","composition: 21 3/16 x 25 9/16"" (53.8 x 64.9 cm); sheet: 24 x 29 1/4"" (61 x 74.3 cm)",Gift of the Associates of the Department of Prints and Illustrated Books,59.1999,Print,Prints & Illustrated Books,1999-03-04,Y,61105,http://www.moma.org/collection/works/61105,http://www.moma.org/media/W1siZiIsIjE2MzUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f40df022c5dba381,,,,53.8,,,64.9,,
Portrait of D.H. Kahnweiler II (Portrait de D. H. Kahnweiler II),Pablo Picasso,4609,1957,Lithograph,"composition (irreg.): 25 11/16 x 19 1/2"" (65.3 x 49.5 cm); sheet: 25 7/8 x 19 15/16"" (65.8 x 50.7 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,60.1958,Print,Prints & Illustrated Books,1958-02-19,Y,61115,http://www.moma.org/collection/works/61115,http://www.moma.org/media/W1siZiIsIjE3MzczMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69f4d53b4dc16b12,,,,65.3,,,49.5,,
Portrait of Dora Maar with Chignon I (Portrait de Dora Maar au chignon I),Pablo Picasso,4609,"1936, printed 1942",Drypoint and engraving,"plate: 13 9/16 x 9 5/8"" (34.5 x 24.5 cm); sheet: 17 9/16 x 13 5/16"" (44.6 x 33.8 cm)",Gift of the Associates of the Department of Prints and Illustrated Books,60.1999,Print,Prints & Illustrated Books,1999-03-04,Y,61124,http://www.moma.org/collection/works/61124,http://www.moma.org/media/W1siZiIsIjE1NjM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d99a501d24a4ab07,,,,34.5,,,24.5,,
Portrait of D.H. Kahnweiler I (Portrait de D. H. Kahnweiler I),Pablo Picasso,4609,1957,Transfer lithograph,"composition: 25 1/2 x 19 11/16"" (64.8 x 50 cm); sheet: 25 9/16 x 19 15/16"" (65 x 50.6 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,61.1958,Print,Prints & Illustrated Books,1958-02-19,Y,61133,http://www.moma.org/collection/works/61133,http://www.moma.org/media/W1siZiIsIjE3MzczMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb280c700e55e4b5,,,,64.8,,,50.0,,
"Head of a Woman No. 2, Portrait of Dora Maar (Tête de femme No. 2, portrait de Dora Maar)",Pablo Picasso,4609,1939,Aquatint and drypoint,"plate: 11 3/4 x 9 5/16"" (29.8 x 23.7 cm); sheet: 17 3/8 x 13 5/16"" (44.2 x 33.8 cm)","Richard A. Epstein Fund, Miles O. Epstein Fund, Sarah C. Epstein Fund, Philip and Lynn Straus Foundation Fund, and the Robert and Anna Marie Shapiro Fund",61.1999,Print,Prints & Illustrated Books,1999-03-04,Y,61141,http://www.moma.org/collection/works/61141,http://www.moma.org/media/W1siZiIsIjE1ODk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc411484d9271612,,,,29.8,,,23.7,,
Portrait of D.H. Kahnweiler III (Portrait de D. H. Kahnweiler III),Pablo Picasso,4609,1957,Lithograph,"composition (irreg.): 25 x 19 5/16"" (63.5 x 49 cm); sheet: 25 11/16 x 19 15/16"" (65.3 x 50.6 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,62.1958,Print,Prints & Illustrated Books,1958-02-19,Y,61383,http://www.moma.org/collection/works/61383,http://www.moma.org/media/W1siZiIsIjE3MzczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3798422df7439e79,,,,63.5,,,49.0,,
"Head of a Woman No. 5, Portrait of Dora Maar (Tête de femme No. 5, portrait de Dora Maar)",Pablo Picasso,4609,1939,Aquatint and drypoint,"plate: 11 3/4 x 9 3/8"" (29.8 x 23.8 cm); sheet: 17 5/8 x 13 3/8"" (44.7 x 34 cm)",Lily Auchincloss Fund and the Riva Castleman Endowment Fund,62.1999,Print,Prints & Illustrated Books,1999-03-04,Y,61392,http://www.moma.org/collection/works/61392,http://www.moma.org/media/W1siZiIsIjE1ODk2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42c28c63f3d104ef,,,,29.8,,,23.8,,
"Nude Woman with Crossed Legs Crowned, with Flowers (Femme nue couronnée de fleurs, aux jambes croisées) from the Vollard Suite (Suite Vollard)",Pablo Picasso,4609,"1930, published 1939",Etching,"plate: 12 3/8 x 8 3/4"" (31.4 x 22.3 cm); sheet: 17 5/16 x 13 5/16"" (44 x 33.8 cm)",Given anonymously,63.1952,Print,Prints & Illustrated Books,1952-05-20,Y,61396,http://www.moma.org/collection/works/61396,http://www.moma.org/media/W1siZiIsIjE1NjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40ad5ba17d180eef,,,,31.4,,,22.3,,
"Head of a Woman No. 6, Portrait of Dora Maar (Tête de femme No. 6, portrait de Dora Maar)",Pablo Picasso,4609,1939,Aquatint,"plate: 11 3/4 x 9 5/16"" (29.8 x 23.6 cm); sheet: 17 11/16 x 13 3/8"" (45 x 34 cm)",Gift of the Associates of the Department of Prints and Illustrated Books,63.1999,Print,Prints & Illustrated Books,1999-03-04,Y,61410,http://www.moma.org/collection/works/61410,http://www.moma.org/media/W1siZiIsIjE1ODk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c55c85954bc81933,,,,29.8,,,23.6,,
Head and Dove,Pablo Picasso,4609,1951,Lithograph,"composition: 10 1/4 x 7 11/16"" (26 x 19.5 cm); sheet: 11 1/8 x 8 7/8"" (28.2 x 22.5 cm)",Given anonymously,64.1952,Print,Prints & Illustrated Books,1952-05-20,Y,61414,http://www.moma.org/collection/works/61414,http://www.moma.org/media/W1siZiIsIjE2Mjg4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93532dacf720a367,,,,26.0,,,19.5,,
"60 Years of Graphic Work, Los Angeles County Museum of Art, 25 October 26 December 1966",Pablo Picasso,4609,"(June 28, 1966)",Lithograph,"composition: 23 1/8 x 18 1/16"" (58.8 x 45.8 cm); sheet: 29 1/2 x 21 15/16"" (75 x 55.8 cm)",Gift of Frank Perls,65.1967,Print,Prints & Illustrated Books,1967-02-09,Y,61440,http://www.moma.org/collection/works/61440,http://www.moma.org/media/W1siZiIsIjE3NDU0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9926114155c152db,,,,58.8,,,45.8,,
Faun with Flute and Dancer with Maraca and Tambourine (Faune flûtiste et danseuse à la maraca et au tambourin),Pablo Picasso,4609,1945,Etching,"plate: 10 7/16 x 13 11/16"" (26.5 x 34.7 cm); sheet: 12 5/8 x 19 11/16"" (32 x 50 cm)",Gift of Abby Aldrich Rockefeller (by exchange),85.1952,Print,Prints & Illustrated Books,1952-05-20,Y,61594,http://www.moma.org/collection/works/61594,http://www.moma.org/media/W1siZiIsIjE1ODkzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3076bef7d198958e,,,,26.5,,,34.7,,
The Table (Le Table),Pablo Picasso,4609,c. 1920,Stencil,"composition: 10 15/16 x 8 3/16"" (27.8 x 20.8 cm); sheet: 12 1/16 x 9"" (30.6 x 22.9 cm)",Lillie P. Bliss Collection,88.1934,Print,Prints & Illustrated Books,1934-09-23,N,61636,,,,,,27.8,,,20.8,,
Head of a Woman,Pablo Picasso,4609,"1916, published 1919",Engraving with roulette,"plate: 3 1/8 x 2"" (8 x 5.1 cm); sheet: 7 1/2 x 5 7/16"" (19 x 13.8 cm)",Mrs. Bertram Smith Fund,88.1969,Print,Prints & Illustrated Books,1969-02-10,Y,61646,http://www.moma.org/collection/works/61646,http://www.moma.org/media/W1siZiIsIjE1MjgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba3456caf6647c3f,,,,8.0,,,5.1,,
Salomé from the Saltimbanques series,Pablo Picasso,4609,"1905, published 1913",Drypoint,"plate: 15 7/8 x 13 11/16"" (40.3 x 34.7 cm); sheet: 25 5/16 x 20 1/16"" (64.3 x 51 cm)",Lillie P. Bliss Collection,89.1934,Print,Prints & Illustrated Books,1934-09-23,Y,61651,http://www.moma.org/collection/works/61651,http://www.moma.org/media/W1siZiIsIjE1OTEwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0b3257a6d2615dc,,,,40.3,,,34.7,,
Blind Minotaur Guided through a Starry Night by Marie-Thérèse with a Pigeon (Minotaure aveugle guidé par Marie-Thérèse au pigeon dans une nuit étoilée) from the Vollard Suite (Suite Vollard),Pablo Picasso,4609,"1934–35, published 1939","Aquatint, drypoint, and engraving","composition: 9 1/2 x 13 7/16"" (24.1 x 34.1 cm); plate: 9 3/4 x 13 11/16"" (24.7 x 34.7 cm); sheet: 14 15/16 x 19 11/16"" (38 x 50 cm)",Abby Aldrich Rockefeller Fund,90.1949,Print,Prints & Illustrated Books,1949-03-24,Y,61664,http://www.moma.org/collection/works/61664,http://www.moma.org/media/W1siZiIsIjIxMDIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2282790cb19bde03,,,,24.1,,,34.1,,
Seated Figure,Pablo Picasso,4609,c. 1920,Stencil,"composition: 12 5/16 x 8 3/16"" (31.2 x 20.8 cm); sheet: 13 1/16 x 8 7/8"" (33.2 x 22.5 cm)",Lillie P. Bliss Collection,91.1934,Print,Prints & Illustrated Books,1934-09-23,Y,61675,http://www.moma.org/collection/works/61675,http://www.moma.org/media/W1siZiIsIjEwMDgzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b2f08c958bd24e07,,,,31.2,,,20.8,,
"Pierrot and Harlequin, Seated",Pablo Picasso,4609,c. 1920,Stencil,"Composition: 8 1/4 x 10 1/2"" (21 x 26.7 cm); sheet: 9 13/16 x 12 1/16"" (24.9 x 30.6 cm)",Lillie P. Bliss Collection,93.1934,Print,Prints & Illustrated Books,1934-09-23,N,61700,,,,,,21.0,,,26.7,,
"Head of a Woman, in Profile (Tête de femme, de profil) from the Saltimbanques series",Pablo Picasso,4609,1905,Drypoint,"plate: 11 7/16 x 9 13/16"" (29.1 x 25 cm); sheet: 18 3/16 x 12 5/8"" (46.2 x 32.1 cm)",Lillie P. Bliss Collection,94.1934,Print,Prints & Illustrated Books,1934-09-23,Y,61712,http://www.moma.org/collection/works/61712,http://www.moma.org/media/W1siZiIsIjE1MjgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a82dd9857944df24,,,,29.1,,,25.0,,
"Two Figures, Seated",Pablo Picasso,4609,c. 1920,Stencil,"composition: 8 7/16 x 10 1/2"" (21.4 x 26.7 cm); sheet: 9 5/16 x 11 1/2"" (23.7 x 29.2 cm)",Lillie P. Bliss Collection,95.1934,Print,Prints & Illustrated Books,1934-09-23,Y,61726,http://www.moma.org/collection/works/61726,http://www.moma.org/media/W1siZiIsIjEwMDgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=022eedd618bcd198,,,,21.4,,,26.7,,
Pierrot and Brown Harlequin Standing,Pablo Picasso,4609,c. 1920,Stencil,"Composition: 11 1/4 x 8 7/8"" (28.5 x 22.6 cm); sheet: 12 1/8 x 9 1/2"" (30.8 x 24.1 cm)",Lillie P. Bliss Collection,98.1934,Print,Prints & Illustrated Books,1934-09-23,N,61753,,,,,,28.5,,,22.6,,
Still-Life,Pablo Picasso,4609,c. 1920,Stencil,"Composition: 10 1/2 x 8"" (26.7 x 20.3 cm); sheet: 10 3/4 x 9"" (27.3 x 22.9 cm)",Lillie P. Bliss Collection,99.1934,Print,Prints & Illustrated Books,1934-09-23,N,61766,,,,,,26.6701,,,20.32,,
Still Life - Horizontal,Pablo Picasso,4609,c. 1920,Stencil,"composition: 8 3/8 x 10 5/8"" (21.3 x 27 cm); sheet: 8 7/8 x 11 7/16"" (22.5 x 29.1 cm)",Lillie P. Bliss Collection,102.1934,Print,Prints & Illustrated Books,1934-09-23,Y,61804,http://www.moma.org/collection/works/61804,http://www.moma.org/media/W1siZiIsIjEwMDgzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ac5ff66106f11f4d,,,,21.2725,,,26.9876,,
"Faun Musician, No. 5",Pablo Picasso,4609,"(March 10, 1948)",Lithograph,"composition: 26 7/8 x 20 3/16"" (68.2 x 51.2 cm); sheet: 29 15/16 x 22 3/16"" (76 x 56.3 cm)",Purchase,105.1952,Print,Prints & Illustrated Books,1952-05-20,Y,61862,http://www.moma.org/collection/works/61862,http://www.moma.org/media/W1siZiIsIjE2MzEwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=05fe3ff13ecee457,,,,68.2,,,51.2,,
Françoise as the Sun (Françoise en soleil),Pablo Picasso,4609,"(June 15, 1946)",Lithograph,"composition: 21 1/4 x 17 7/8"" (53.9 x 45.4 cm); sheet: 26 x 19 3/4"" (66 x 50.1 cm)",Acquired through the Lillie P. Bliss Bequest,106.1952,Print,Prints & Illustrated Books,1952-05-20,Y,61875,http://www.moma.org/collection/works/61875,http://www.moma.org/media/W1siZiIsIjE2MzEwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bc3df0329fcd2df,,,,53.9,,,45.4,,
Ballet Dancer,Pablo Picasso,4609,(1954),Lithograph,"composition: 10 15/16 x 7 5/16"" (27.8 x 18.5 cm); sheet: 12 3/16 x 8 11/16"" (31 x 22 cm)",Gift of Mrs. Bertha M. Slattery,108.1955,Print,Prints & Illustrated Books,1955-04-06,Y,61907,http://www.moma.org/collection/works/61907,http://www.moma.org/media/W1siZiIsIjE2MjcwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4de8179d7deb57f7,,,,27.8,,,18.5,,
Vase of Flowers,Pablo Picasso,4609,1950,Lithograph,"composition: 9 11/16 x 6 3/8"" (24.6 x 16.2 cm); sheet: 9 3/4 x 8 1/8"" (24.8 x 20.6 cm)",Given anonymously,109.1955,Print,Prints & Illustrated Books,1955-04-06,Y,61920,http://www.moma.org/collection/works/61920,http://www.moma.org/media/W1siZiIsIjE2MjcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd196058478dd0ca,,,,24.6,,,16.2,,
